valor,tipo,amenaza,nivel,score,confianza,pais,fuente,visto
pumkmrdutgzka.zvh4.com,domain,Unknown malware,media,51,75,,ThreatFox,2026-09-06 18:53:13 UTC
btzijygckfutj.zvh3.com,domain,Unknown malware,media,51,75,,ThreatFox,2026-09-06 18:53:12 UTC
zomfihsviopbk.zvh3.com,domain,Unknown malware,media,51,75,,ThreatFox,2026-09-06 18:53:09 UTC
dmfxcqwhsbucj.zvh4.com,domain,Unknown malware,media,51,75,,ThreatFox,2026-09-06 18:53:09 UTC
fafqbdnpsaztg.zvh4.com,domain,Unknown malware,media,51,75,,ThreatFox,2026-09-06 18:53:08 UTC
bgyqhcmecaarb.zvh4.com,domain,Unknown malware,media,51,75,,ThreatFox,2026-09-06 18:53:07 UTC
ztmaaxaxwmocy.zvh4.com,domain,Unknown malware,media,51,75,,ThreatFox,2026-09-06 18:53:04 UTC
piewllnzuvcik.zvh3.com,domain,Unknown malware,media,51,75,,ThreatFox,2026-09-06 18:53:03 UTC
uhabdocniqeym.zvh4.com,domain,Unknown malware,media,51,75,,ThreatFox,2026-09-06 18:53:02 UTC
javfojzwywngc.zvh4.com,domain,Unknown malware,media,51,75,,ThreatFox,2026-09-06 18:53:01 UTC
mkbympwioticm.zvh4.com,domain,Unknown malware,media,51,75,,ThreatFox,2026-09-06 18:53:00 UTC
tcyduaouiybid.zvh4.com,domain,Unknown malware,media,51,75,,ThreatFox,2026-09-06 18:52:59 UTC
fqhecromqtavx.zvh3.com,domain,Unknown malware,media,51,75,,ThreatFox,2026-09-06 18:52:54 UTC
fxprovietnam.com,domain,IClickFix,media,51,75,,ThreatFox,2026-09-06 16:05:46 UTC
fynqolo.site,domain,IClickFix,media,51,75,,ThreatFox,2026-09-06 16:05:46 UTC
gaanwala.in,domain,IClickFix,media,51,75,,ThreatFox,2026-09-06 16:05:46 UTC
franckformation-autoecole.fr,domain,IClickFix,media,51,75,,ThreatFox,2026-09-06 16:05:45 UTC
fraternite-maranatha.com,domain,IClickFix,media,51,75,,ThreatFox,2026-09-06 16:05:45 UTC
